# Velocity(km/s)  CCF
  7.4474e+01   5.9745e-01
  7.5676e+01   6.1555e-01
  7.6877e+01   6.3107e-01
  7.8078e+01   6.4364e-01
  7.9279e+01   6.5282e-01
  8.0480e+01   6.5819e-01
  8.1682e+01   6.5937e-01
  8.2883e+01   6.5608e-01
  8.4084e+01   6.4812e-01
  8.5285e+01   6.3537e-01
  8.6486e+01   6.1781e-01
  8.7688e+01   5.9555e-01
  8.8889e+01   5.6884e-01
  9.0090e+01   5.3815e-01
  9.1291e+01   5.0414e-01
  9.2492e+01   4.6770e-01
  9.3694e+01   4.2983e-01
  9.4895e+01   3.9160e-01
  9.6096e+01   3.5403e-01
  9.7297e+01   3.1804e-01
  9.8498e+01   2.8440e-01
  9.9700e+01   2.5364e-01
  1.0090e+02   2.2612e-01
  1.0210e+02   2.0201e-01
  1.0330e+02   1.8130e-01
  1.0450e+02   1.6393e-01
  1.0571e+02   1.4974e-01
  1.0691e+02   1.3850e-01
  1.0811e+02   1.2996e-01
  1.0931e+02   1.2379e-01
  1.1051e+02   1.1953e-01
  1.1171e+02   1.1660e-01
  1.1291e+02   1.1420e-01
  1.1411e+02   1.1140e-01
  1.1532e+02   1.0715e-01
  1.1652e+02   1.0049e-01
  1.1772e+02   9.0775e-02
  1.1892e+02   7.7885e-02
  1.2012e+02   6.2335e-02
  1.2132e+02   4.5257e-02
  1.2252e+02   2.8197e-02
  1.2372e+02   1.2807e-02
  1.2492e+02   4.9208e-04
  1.2613e+02  -7.8603e-03
  1.2733e+02  -1.2017e-02
  1.2853e+02  -1.2367e-02
  1.2973e+02  -9.7514e-03
  1.3093e+02  -5.2190e-03
  1.3213e+02   2.1476e-04
  1.3333e+02   5.7372e-03
  1.3453e+02   1.0807e-02
  1.3574e+02   1.5131e-02
  1.3694e+02   1.8575e-02
  1.3814e+02   2.1075e-02
  1.3934e+02   2.2566e-02
  1.4054e+02   2.2965e-02
  1.4174e+02   2.2193e-02
  1.4294e+02   2.0221e-02
  1.4414e+02   1.7121e-02
  1.4535e+02   1.3082e-02
  1.4655e+02   8.3882e-03
  1.4775e+02   3.3644e-03
  1.4895e+02  -1.6958e-03
  1.5015e+02  -6.5843e-03
  1.5135e+02  -1.1188e-02
  1.5255e+02  -1.5443e-02
  1.5375e+02  -1.9262e-02
  1.5495e+02  -2.2457e-02
  1.5616e+02  -2.4711e-02
  1.5736e+02  -2.5612e-02
  1.5856e+02  -2.4747e-02
  1.5976e+02  -2.1817e-02
  1.6096e+02  -1.6749e-02
  1.6216e+02  -9.7615e-03
  1.6336e+02  -1.3837e-03
  1.6456e+02   7.5861e-03
  1.6577e+02   1.6171e-02
  1.6697e+02   2.3352e-02
  1.6817e+02   2.8224e-02
  1.6937e+02   3.0154e-02
  1.7057e+02   2.8897e-02
  1.7177e+02   2.4631e-02
  1.7297e+02   1.7897e-02
  1.7417e+02   9.4654e-03
  1.7538e+02   1.7074e-04
  1.7658e+02  -9.2283e-03
  1.7778e+02  -1.8113e-02
  1.7898e+02  -2.5991e-02
  1.8018e+02  -3.2429e-02
  1.8138e+02  -3.7001e-02
  1.8258e+02  -3.9282e-02
  1.8378e+02  -3.8918e-02
  1.8498e+02  -3.5751e-02
  1.8619e+02  -2.9923e-02
  1.8739e+02  -2.1939e-02
  1.8859e+02  -1.2614e-02
  1.8979e+02  -2.9423e-03
  1.9099e+02   6.0865e-03
  1.9219e+02   1.3670e-02
  1.9339e+02   1.9313e-02
  1.9459e+02   2.2855e-02
  1.9580e+02   2.4413e-02
  1.9700e+02   2.4264e-02
  1.9820e+02   2.2712e-02
  1.9940e+02   2.0008e-02
  2.0060e+02   1.6329e-02
  2.0180e+02   1.1837e-02
  2.0300e+02   6.7592e-03
  2.0420e+02   1.4555e-03
  2.0541e+02  -3.5694e-03
  2.0661e+02  -7.7280e-03
  2.0781e+02  -1.0457e-02
  2.0901e+02  -1.1331e-02
  2.1021e+02  -1.0152e-02
  2.1141e+02  -6.9831e-03
  2.1261e+02  -2.1344e-03
  2.1381e+02   3.8877e-03
  2.1502e+02   1.0461e-02
  2.1622e+02   1.6931e-02
  2.1742e+02   2.2692e-02
  2.1862e+02   2.7240e-02
  2.1982e+02   3.0204e-02
  2.2102e+02   3.1344e-02
  2.2222e+02   3.0549e-02
  2.2342e+02   2.7833e-02
  2.2462e+02   2.3356e-02
  2.2583e+02   1.7435e-02
  2.2703e+02   1.0565e-02
  2.2823e+02   3.3950e-03
  2.2943e+02  -3.3228e-03
  2.3063e+02  -8.8170e-03
  2.3183e+02  -1.2398e-02
  2.3303e+02  -1.3559e-02
  2.3423e+02  -1.2044e-02
  2.3544e+02  -7.8965e-03
  2.3664e+02  -1.4476e-03
  2.3784e+02   6.7193e-03
  2.3904e+02   1.5842e-02
  2.4024e+02   2.5072e-02
  2.4144e+02   3.3580e-02
  2.4264e+02   4.0673e-02
  2.4384e+02   4.5882e-02
  2.4505e+02   4.9031e-02
  2.4625e+02   5.0235e-02
  2.4745e+02   4.9829e-02
  2.4865e+02   4.8252e-02
  2.4985e+02   4.5900e-02
  2.5105e+02   4.3015e-02
  2.5225e+02   3.9631e-02
  2.5345e+02   3.5611e-02
  2.5465e+02   3.0746e-02
  2.5586e+02   2.4895e-02
  2.5706e+02   1.8111e-02
  2.5826e+02   1.0686e-02
  2.5946e+02   3.1210e-03
  2.6066e+02  -4.0170e-03
  2.6186e+02  -1.0266e-02
  2.6306e+02  -1.5427e-02
  2.6426e+02  -1.9631e-02
  2.6547e+02  -2.3279e-02
  2.6667e+02  -2.6874e-02
  2.6787e+02  -3.0796e-02
  2.6907e+02  -3.5114e-02
  2.7027e+02  -3.9505e-02
  2.7147e+02  -4.3321e-02
  2.7267e+02  -4.5779e-02
  2.7387e+02  -4.6216e-02
  2.7508e+02  -4.4318e-02
  2.7628e+02  -4.0245e-02
  2.7748e+02  -3.4616e-02
  2.7868e+02  -2.8359e-02
  2.7988e+02  -2.2490e-02
  2.8108e+02  -1.7880e-02
  2.8228e+02  -1.5090e-02
  2.8348e+02  -1.4308e-02
  2.8468e+02  -1.5389e-02
  2.8589e+02  -1.7977e-02
  2.8709e+02  -2.1652e-02
  2.8829e+02  -2.6057e-02
  2.8949e+02  -3.0952e-02
  2.9069e+02  -3.6188e-02
  2.9189e+02  -4.1627e-02
  2.9309e+02  -4.7041e-02
  2.9429e+02  -5.2052e-02
  2.9550e+02  -5.6159e-02
  2.9670e+02  -5.8847e-02
  2.9790e+02  -5.9717e-02
  2.9910e+02  -5.8605e-02
  3.0030e+02  -5.5605e-02
  3.0150e+02  -5.1007e-02
  3.0270e+02  -4.5189e-02
  3.0390e+02  -3.8518e-02
  3.0511e+02  -3.1309e-02
  3.0631e+02  -2.3858e-02
  3.0751e+02  -1.6511e-02
  3.0871e+02  -9.7067e-03
  3.0991e+02  -3.9578e-03
  3.1111e+02   2.4416e-04
  3.1231e+02   2.5605e-03
  3.1351e+02   2.9241e-03
  3.1471e+02   1.5924e-03
  3.1592e+02  -8.9315e-04
  3.1712e+02  -3.8355e-03
  3.1832e+02  -6.5628e-03
  3.1952e+02  -8.6093e-03
  3.2072e+02  -9.8410e-03
  3.2192e+02  -1.0482e-02
  3.2312e+02  -1.1028e-02
  3.2432e+02  -1.2075e-02
  3.2553e+02  -1.4103e-02
  3.2673e+02  -1.7305e-02
  3.2793e+02  -2.1501e-02
  3.2913e+02  -2.6172e-02
  3.3033e+02  -3.0610e-02
  3.3153e+02  -3.4111e-02
  3.3273e+02  -3.6167e-02
  3.3393e+02  -3.6599e-02
  3.3514e+02  -3.5580e-02
  3.3634e+02  -3.3572e-02
  3.3754e+02  -3.1192e-02
  3.3874e+02  -2.9054e-02
  3.3994e+02  -2.7638e-02
  3.4114e+02  -2.7215e-02
  3.4234e+02  -2.7823e-02
  3.4354e+02  -2.9309e-02
  3.4474e+02  -3.1395e-02
  3.4595e+02  -3.3736e-02
  3.4715e+02  -3.5982e-02
  3.4835e+02  -3.7800e-02
  3.4955e+02  -3.8900e-02
  3.5075e+02  -3.9055e-02
  3.5195e+02  -3.8136e-02
  3.5315e+02  -3.6155e-02
  3.5435e+02  -3.3282e-02
  3.5556e+02  -2.9837e-02
  3.5676e+02  -2.6227e-02
  3.5796e+02  -2.2863e-02
  3.5916e+02  -2.0082e-02
  3.6036e+02  -1.8103e-02
  3.6156e+02  -1.7039e-02
  3.6276e+02  -1.6933e-02
  3.6396e+02  -1.7792e-02
  3.6517e+02  -1.9590e-02
  3.6637e+02  -2.2234e-02
  3.6757e+02  -2.5528e-02
  3.6877e+02  -2.9161e-02
  3.6997e+02  -3.2752e-02
  3.7117e+02  -3.5929e-02
  3.7237e+02  -3.8419e-02
  3.7357e+02  -4.0108e-02
  3.7477e+02  -4.1033e-02
  3.7598e+02  -4.1323e-02
  3.7718e+02  -4.1122e-02
  3.7838e+02  -4.0529e-02
  3.7958e+02  -3.9600e-02
  3.8078e+02  -3.8400e-02
  3.8198e+02  -3.7093e-02
  3.8318e+02  -3.6006e-02
  3.8438e+02  -3.5625e-02
  3.8559e+02  -3.6498e-02
  3.8679e+02  -3.9069e-02
  3.8799e+02  -4.3492e-02
  3.8919e+02  -4.9495e-02
  3.9039e+02  -5.6356e-02
  3.9159e+02  -6.3018e-02
  3.9279e+02  -6.8297e-02
  3.9399e+02  -7.1146e-02
  3.9520e+02  -7.0890e-02
  3.9640e+02  -6.7366e-02
  3.9760e+02  -6.0938e-02
  3.9880e+02  -5.2397e-02
  4.0000e+02  -4.2767e-02
