# Velocity(km/s)  CCF
 -9.4884e+01   1.8588e-02
 -9.1163e+01   1.7529e-02
 -8.7442e+01   2.3929e-02
 -8.3721e+01   3.9580e-02
 -8.0000e+01   6.5987e-02
 -7.6279e+01   1.0441e-01
 -7.2558e+01   1.5582e-01
 -6.8837e+01   2.2079e-01
 -6.5116e+01   2.9914e-01
 -6.1395e+01   3.8960e-01
 -5.7674e+01   4.8941e-01
 -5.3953e+01   5.9413e-01
 -5.0233e+01   6.9790e-01
 -4.6512e+01   7.9409e-01
 -4.2791e+01   8.7632e-01
 -3.9070e+01   9.3953e-01
 -3.5349e+01   9.8088e-01
 -3.1628e+01   1.0000e+00
 -2.7907e+01   9.9863e-01
 -2.4186e+01   9.7978e-01
 -2.0465e+01   9.4667e-01
 -1.6744e+01   9.0193e-01
 -1.3023e+01   8.4722e-01
 -9.3023e+00   7.8349e-01
 -5.5814e+00   7.1149e-01
 -1.8605e+00   6.3247e-01
  1.8605e+00   5.4862e-01
  5.5814e+00   4.6311e-01
  9.3023e+00   3.7978e-01
  1.3023e+01   3.0251e-01
  1.6744e+01   2.3470e-01
  2.0465e+01   1.7882e-01
  2.4186e+01   1.3631e-01
  2.7907e+01   1.0775e-01
  3.1628e+01   9.3075e-02
  3.5349e+01   9.1937e-02
  3.9070e+01   1.0383e-01
  4.2791e+01   1.2814e-01
  4.6512e+01   1.6410e-01
  5.0233e+01   2.1058e-01
  5.3953e+01   2.6588e-01
  5.7674e+01   3.2761e-01
  6.1395e+01   3.9257e-01
  6.5116e+01   4.5691e-01
  6.8837e+01   5.1632e-01
  7.2558e+01   5.6648e-01
  7.6279e+01   6.0344e-01
  8.0000e+01   6.2404e-01
  8.3721e+01   6.2625e-01
  8.7442e+01   6.0935e-01
  9.1163e+01   5.7407e-01
  9.4884e+01   5.2261e-01
  9.8605e+01   4.5859e-01
  1.0233e+02   3.8673e-01
  1.0605e+02   3.1243e-01
  1.0977e+02   2.4110e-01
  1.1349e+02   1.7741e-01
  1.1721e+02   1.2459e-01
  1.2093e+02   8.4091e-02
  1.2465e+02   5.5553e-02
  1.2837e+02   3.7271e-02
  1.3209e+02   2.6842e-02
  1.3581e+02   2.1850e-02
  1.3953e+02   2.0340e-02
  1.4326e+02   2.0961e-02
  1.4698e+02   2.2830e-02
  1.5070e+02   2.5259e-02
  1.5442e+02   2.7531e-02
  1.5814e+02   2.8851e-02
  1.6186e+02   2.8497e-02
  1.6558e+02   2.6069e-02
  1.6930e+02   2.1686e-02
  1.7302e+02   1.6024e-02
  1.7674e+02   1.0149e-02
  1.8047e+02   5.2100e-03
  1.8419e+02   2.1205e-03
  1.8791e+02   1.3415e-03
  1.9163e+02   2.8218e-03
  1.9535e+02   6.0875e-03
  1.9907e+02   1.0413e-02
  2.0279e+02   1.4995e-02
  2.0651e+02   1.9093e-02
  2.1023e+02   2.2107e-02
  2.1395e+02   2.3640e-02
  2.1767e+02   2.3551e-02
  2.2140e+02   2.2010e-02
  2.2512e+02   1.9517e-02
  2.2884e+02   1.6863e-02
  2.3256e+02   1.5007e-02
  2.3628e+02   1.4872e-02
  2.4000e+02   1.7123e-02
  2.4372e+02   2.1973e-02
  2.4744e+02   2.9097e-02
  2.5116e+02   3.7667e-02
  2.5488e+02   4.6496e-02
  2.5860e+02   5.4264e-02
  2.6233e+02   5.9753e-02
  2.6605e+02   6.2045e-02
  2.6977e+02   6.0651e-02
  2.7349e+02   5.5562e-02
  2.7721e+02   4.7239e-02
  2.8093e+02   3.6546e-02
  2.8465e+02   2.4650e-02
  2.8837e+02   1.2873e-02
  2.9209e+02   2.5008e-03
  2.9581e+02  -5.4289e-03
  2.9953e+02  -1.0334e-02
  3.0326e+02  -1.2220e-02
  3.0698e+02  -1.1694e-02
  3.1070e+02  -9.8420e-03
  3.1442e+02  -7.9804e-03
  3.1814e+02  -7.3483e-03
  3.2186e+02  -8.7997e-03
  3.2558e+02  -1.2574e-02
  3.2930e+02  -1.8199e-02
  3.3302e+02  -2.4568e-02
  3.3674e+02  -3.0185e-02
  3.4047e+02  -3.3526e-02
  3.4419e+02  -3.3443e-02
  3.4791e+02  -2.9473e-02
  3.5163e+02  -2.1985e-02
  3.5535e+02  -1.2093e-02
  3.5907e+02  -1.3851e-03
  3.6279e+02   8.4614e-03
  3.6651e+02   1.6057e-02
  3.7023e+02   2.0564e-02
  3.7395e+02   2.1781e-02
  3.7767e+02   2.0069e-02
  3.8140e+02   1.6151e-02
  3.8512e+02   1.0899e-02
  3.8884e+02   5.1574e-03
  3.9256e+02  -3.5463e-04
  3.9628e+02  -5.0832e-03
  4.0000e+02  -8.6482e-03
