 -4.0000e+02  -2.5140e-02
 -3.9880e+02  -2.8598e-02
 -3.9760e+02  -3.1397e-02
 -3.9640e+02  -3.3393e-02
 -3.9520e+02  -3.4515e-02
 -3.9399e+02  -3.4730e-02
 -3.9279e+02  -3.4008e-02
 -3.9159e+02  -3.2320e-02
 -3.9039e+02  -2.9674e-02
 -3.8919e+02  -2.6170e-02
 -3.8799e+02  -2.2056e-02
 -3.8679e+02  -1.7741e-02
 -3.8559e+02  -1.3733e-02
 -3.8438e+02  -1.0527e-02
 -3.8318e+02  -8.4744e-03
 -3.8198e+02  -7.6787e-03
 -3.8078e+02  -7.9771e-03
 -3.7958e+02  -8.9970e-03
 -3.7838e+02  -1.0272e-02
 -3.7718e+02  -1.1370e-02
 -3.7598e+02  -1.1985e-02
 -3.7477e+02  -1.1985e-02
 -3.7357e+02  -1.1406e-02
 -3.7237e+02  -1.0422e-02
 -3.7117e+02  -9.2912e-03
 -3.6997e+02  -8.3042e-03
 -3.6877e+02  -7.7089e-03
 -3.6757e+02  -7.6308e-03
 -3.6637e+02  -7.9951e-03
 -3.6517e+02  -8.4841e-03
 -3.6396e+02  -8.5616e-03
 -3.6276e+02  -7.5807e-03
 -3.6156e+02  -4.9604e-03
 -3.6036e+02  -3.7849e-04
 -3.5916e+02   6.0889e-03
 -3.5796e+02   1.3939e-02
 -3.5676e+02   2.2347e-02
 -3.5556e+02   3.0372e-02
 -3.5435e+02   3.7194e-02
 -3.5315e+02   4.2302e-02
 -3.5195e+02   4.5581e-02
 -3.5075e+02   4.7284e-02
 -3.4955e+02   4.7919e-02
 -3.4835e+02   4.8091e-02
 -3.4715e+02   4.8357e-02
 -3.4595e+02   4.9121e-02
 -3.4474e+02   5.0570e-02
 -3.4354e+02   5.2664e-02
 -3.4234e+02   5.5156e-02
 -3.4114e+02   5.7644e-02
 -3.3994e+02   5.9632e-02
 -3.3874e+02   6.0604e-02
 -3.3754e+02   6.0107e-02
 -3.3634e+02   5.7832e-02
 -3.3514e+02   5.3688e-02
 -3.3393e+02   4.7856e-02
 -3.3273e+02   4.0804e-02
 -3.3153e+02   3.3247e-02
 -3.3033e+02   2.6043e-02
 -3.2913e+02   2.0040e-02
 -3.2793e+02   1.5912e-02
 -3.2673e+02   1.4009e-02
 -3.2553e+02   1.4289e-02
 -3.2432e+02   1.6331e-02
 -3.2312e+02   1.9442e-02
 -3.2192e+02   2.2835e-02
 -3.2072e+02   2.5817e-02
 -3.1952e+02   2.7946e-02
 -3.1832e+02   2.9108e-02
 -3.1712e+02   2.9482e-02
 -3.1592e+02   2.9415e-02
 -3.1471e+02   2.9248e-02
 -3.1351e+02   2.9150e-02
 -3.1231e+02   2.9023e-02
 -3.1111e+02   2.8518e-02
 -3.0991e+02   2.7140e-02
 -3.0871e+02   2.4423e-02
 -3.0751e+02   2.0089e-02
 -3.0631e+02   1.4158e-02
 -3.0511e+02   6.9556e-03
 -3.0390e+02  -9.5279e-04
 -3.0270e+02  -8.8905e-03
 -3.0150e+02  -1.6202e-02
 -3.0030e+02  -2.2353e-02
 -2.9910e+02  -2.6991e-02
 -2.9790e+02  -2.9956e-02
 -2.9670e+02  -3.1271e-02
 -2.9550e+02  -3.1120e-02
 -2.9429e+02  -2.9821e-02
 -2.9309e+02  -2.7777e-02
 -2.9189e+02  -2.5411e-02
 -2.9069e+02  -2.3088e-02
 -2.8949e+02  -2.1058e-02
 -2.8829e+02  -1.9431e-02
 -2.8709e+02  -1.8214e-02
 -2.8589e+02  -1.7389e-02
 -2.8468e+02  -1.6997e-02
 -2.8348e+02  -1.7185e-02
 -2.8228e+02  -1.8187e-02
 -2.8108e+02  -2.0226e-02
 -2.7988e+02  -2.3384e-02
 -2.7868e+02  -2.7487e-02
 -2.7748e+02  -3.2060e-02
 -2.7628e+02  -3.6388e-02
 -2.7508e+02  -3.9680e-02
 -2.7387e+02  -4.1277e-02
 -2.7267e+02  -4.0862e-02
 -2.7147e+02  -3.8573e-02
 -2.7027e+02  -3.5013e-02
 -2.6907e+02  -3.1114e-02
 -2.6787e+02  -2.7913e-02
 -2.6667e+02  -2.6282e-02
 -2.6547e+02  -2.6701e-02
 -2.6426e+02  -2.9121e-02
 -2.6306e+02  -3.2979e-02
 -2.6186e+02  -3.7342e-02
 -2.6066e+02  -4.1131e-02
 -2.5946e+02  -4.3378e-02
 -2.5826e+02  -4.3419e-02
 -2.5706e+02  -4.0994e-02
 -2.5586e+02  -3.6225e-02
 -2.5465e+02  -2.9510e-02
 -2.5345e+02  -2.1355e-02
 -2.5225e+02  -1.2227e-02
 -2.5105e+02  -2.4602e-03
 -2.4985e+02   7.7329e-03
 -2.4865e+02   1.8178e-02
 -2.4745e+02   2.8611e-02
 -2.4625e+02   3.8583e-02
 -2.4505e+02   4.7447e-02
 -2.4384e+02   5.4453e-02
 -2.4264e+02   5.8929e-02
 -2.4144e+02   6.0472e-02
 -2.4024e+02   5.9091e-02
 -2.3904e+02   5.5240e-02
 -2.3784e+02   4.9728e-02
 -2.3664e+02   4.3532e-02
 -2.3544e+02   3.7584e-02
 -2.3423e+02   3.2578e-02
 -2.3303e+02   2.8856e-02
 -2.3183e+02   2.6389e-02
 -2.3063e+02   2.4852e-02
 -2.2943e+02   2.3752e-02
 -2.2823e+02   2.2578e-02
 -2.2703e+02   2.0948e-02
 -2.2583e+02   1.8694e-02
 -2.2462e+02   1.5889e-02
 -2.2342e+02   1.2800e-02
 -2.2222e+02   9.7922e-03
 -2.2102e+02   7.2133e-03
 -2.1982e+02   5.3020e-03
 -2.1862e+02   4.1447e-03
 -2.1742e+02   3.6866e-03
 -2.1622e+02   3.7769e-03
 -2.1502e+02   4.2178e-03
 -2.1381e+02   4.7916e-03
 -2.1261e+02   5.2648e-03
 -2.1141e+02   5.3854e-03
 -2.1021e+02   4.9009e-03
 -2.0901e+02   3.6101e-03
 -2.0781e+02   1.4380e-03
 -2.0661e+02  -1.5023e-03
 -2.0541e+02  -4.8993e-03
 -2.0420e+02  -8.3060e-03
 -2.0300e+02  -1.1263e-02
 -2.0180e+02  -1.3438e-02
 -2.0060e+02  -1.4730e-02
 -1.9940e+02  -1.5297e-02
 -1.9820e+02  -1.5498e-02
 -1.9700e+02  -1.5783e-02
 -1.9580e+02  -1.6549e-02
 -1.9459e+02  -1.8036e-02
 -1.9339e+02  -2.0254e-02
 -1.9219e+02  -2.2982e-02
 -1.9099e+02  -2.5812e-02
 -1.8979e+02  -2.8226e-02
 -1.8859e+02  -2.9707e-02
 -1.8739e+02  -2.9840e-02
 -1.8619e+02  -2.8413e-02
 -1.8498e+02  -2.5492e-02
 -1.8378e+02  -2.1443e-02
 -1.8258e+02  -1.6908e-02
 -1.8138e+02  -1.2713e-02
 -1.8018e+02  -9.7182e-03
 -1.7898e+02  -8.6389e-03
 -1.7778e+02  -9.8812e-03
 -1.7658e+02  -1.3433e-02
 -1.7538e+02  -1.8848e-02
 -1.7417e+02  -2.5337e-02
 -1.7297e+02  -3.1934e-02
 -1.7177e+02  -3.7704e-02
 -1.7057e+02  -4.1932e-02
 -1.6937e+02  -4.4243e-02
 -1.6817e+02  -4.4643e-02
 -1.6697e+02  -4.3469e-02
 -1.6577e+02  -4.1280e-02
 -1.6456e+02  -3.8722e-02
 -1.6336e+02  -3.6393e-02
 -1.6216e+02  -3.4753e-02
 -1.6096e+02  -3.4065e-02
 -1.5976e+02  -3.4377e-02
 -1.5856e+02  -3.5530e-02
 -1.5736e+02  -3.7164e-02
 -1.5616e+02  -3.8742e-02
 -1.5495e+02  -3.9597e-02
 -1.5375e+02  -3.9023e-02
 -1.5255e+02  -3.6414e-02
 -1.5135e+02  -3.1427e-02
 -1.5015e+02  -2.4116e-02
 -1.4895e+02  -1.4984e-02
 -1.4775e+02  -4.9149e-03
 -1.4655e+02   5.0030e-03
 -1.4535e+02   1.3728e-02
 -1.4414e+02   2.0501e-02
 -1.4294e+02   2.4993e-02
 -1.4174e+02   2.7317e-02
 -1.4054e+02   2.7914e-02
 -1.3934e+02   2.7342e-02
 -1.3814e+02   2.6062e-02
 -1.3694e+02   2.4285e-02
 -1.3574e+02   2.1933e-02
 -1.3453e+02   1.8713e-02
 -1.3333e+02   1.4263e-02
 -1.3213e+02   8.3223e-03
 -1.3093e+02   8.6670e-04
 -1.2973e+02  -7.8270e-03
 -1.2853e+02  -1.7188e-02
 -1.2733e+02  -2.6422e-02
 -1.2613e+02  -3.4624e-02
 -1.2492e+02  -4.0913e-02
 -1.2372e+02  -4.4574e-02
 -1.2252e+02  -4.5184e-02
 -1.2132e+02  -4.2701e-02
 -1.2012e+02  -3.7495e-02
 -1.1892e+02  -3.0309e-02
 -1.1772e+02  -2.2152e-02
 -1.1652e+02  -1.4130e-02
 -1.1532e+02  -7.2589e-03
 -1.1411e+02  -2.2849e-03
 -1.1291e+02   4.4977e-04
 -1.1171e+02   1.0571e-03
 -1.1051e+02   5.4677e-05
 -1.0931e+02  -1.7750e-03
 -1.0811e+02  -3.5813e-03
 -1.0691e+02  -4.6399e-03
 -1.0571e+02  -4.4842e-03
 -1.0450e+02  -2.9399e-03
 -1.0330e+02  -6.9558e-05
 -1.0210e+02   3.9265e-03
 -1.0090e+02   8.7917e-03
 -9.9700e+01   1.4235e-02
 -9.8498e+01   1.9892e-02
 -9.7297e+01   2.5269e-02
 -9.6096e+01   2.9726e-02
 -9.4895e+01   3.2540e-02
 -9.3694e+01   3.3058e-02
 -9.2492e+01   3.0876e-02
 -9.1291e+01   2.5993e-02
 -9.0090e+01   1.8861e-02
 -8.8889e+01   1.0319e-02
 -8.7688e+01   1.4220e-03
 -8.6486e+01  -6.7756e-03
 -8.5285e+01  -1.3419e-02
 -8.4084e+01  -1.7986e-02
 -8.2883e+01  -2.0334e-02
 -8.1682e+01  -2.0664e-02
 -8.0480e+01  -1.9419e-02
 -7.9279e+01  -1.7154e-02
 -7.8078e+01  -1.4394e-02
 -7.6877e+01  -1.1516e-02
 -7.5676e+01  -8.6686e-03
