# x f gf ggf gggf
     6.006  2.585e-01 -2.366e-02  1.295e-03 -4.607e-05
     7.207  2.334e-01 -2.214e-02  1.189e-03 -9.374e-05
     8.408  2.101e-01 -2.077e-02  1.044e-03 -1.117e-04
     9.610  1.882e-01 -1.959e-02  8.942e-04 -1.030e-04
    10.811  1.671e-01 -1.858e-02  7.691e-04 -7.260e-05
    12.012  1.466e-01 -1.769e-02  6.909e-04 -2.754e-05
    13.213  1.263e-01 -1.686e-02  6.726e-04  2.433e-05
    14.414  1.060e-01 -1.601e-02  7.177e-04  7.460e-05
    15.616  8.574e-02 -1.508e-02  8.194e-04  1.151e-04
    16.817  6.592e-02 -1.400e-02  9.615e-04  1.390e-04
    18.018  4.707e-02 -1.273e-02  1.121e-03  1.418e-04
    19.219  2.991e-02 -1.128e-02  1.272e-03  1.225e-04
    20.420  1.520e-02 -9.668e-03  1.389e-03  8.385e-05
    21.622  3.521e-03 -7.946e-03  1.451e-03  3.176e-05
    22.823 -4.849e-03 -6.189e-03  1.448e-03 -2.558e-05
    24.024 -9.992e-03 -4.477e-03  1.378e-03 -7.957e-05
    25.225 -1.229e-02 -2.886e-03  1.250e-03 -1.228e-04
    26.426 -1.232e-02 -1.476e-03  1.079e-03 -1.503e-04
    27.628 -1.069e-02 -2.867e-04  8.876e-04 -1.600e-04
    28.829 -7.972e-03  6.697e-04  6.954e-04 -1.526e-04
    30.030 -4.630e-03  1.404e-03  5.218e-04 -1.308e-04
    31.231 -1.024e-03  1.949e-03  3.817e-04 -9.912e-05
    32.432  2.576e-03  2.350e-03  2.839e-04 -6.238e-05
    33.634  5.991e-03  2.661e-03  2.315e-04 -2.572e-05
    34.835  9.152e-03  2.934e-03  2.215e-04  6.201e-06
    36.036  1.213e-02  3.217e-03  2.458e-04  2.956e-05
    37.237  1.511e-02  3.543e-03  2.924e-04  4.188e-05
    38.438  1.842e-02  3.932e-03  3.474e-04  4.246e-05
    39.640  2.239e-02  4.385e-03  3.973e-04  3.254e-05
    40.841  2.731e-02  4.889e-03  4.310e-04  1.528e-05
    42.042  3.336e-02  5.422e-03  4.425e-04 -4.812e-06
    43.243  4.058e-02  5.954e-03  4.313e-04 -2.257e-05
    44.444  4.884e-02  6.463e-03  4.033e-04 -3.319e-05
    45.646  5.789e-02  6.935e-03  3.694e-04 -3.320e-05
    46.847  6.743e-02  7.369e-03  3.433e-04 -2.112e-05
    48.048  7.717e-02  7.786e-03  3.394e-04  2.147e-06
    49.249  8.686e-02  8.218e-03  3.694e-04  3.339e-05
    50.450  9.642e-02  8.712e-03  4.401e-04  6.760e-05
    51.652  1.059e-01  9.316e-03  5.513e-04  9.880e-05
    52.853  1.156e-01  1.008e-02  6.959e-04  1.210e-04
    54.054  1.259e-01  1.102e-02  8.598e-04  1.293e-04
    55.255  1.374e-01  1.217e-02  1.024e-03  1.203e-04
    56.456  1.505e-01  1.351e-02  1.167e-03  9.320e-05
    57.658  1.660e-01  1.499e-02  1.268e-03  4.936e-05
    58.859  1.840e-01  1.656e-02  1.308e-03 -7.640e-06
    60.060  2.050e-01  1.814e-02  1.274e-03 -7.254e-05
    61.261  2.288e-01  1.963e-02  1.161e-03 -1.391e-04
    62.462  2.554e-01  2.093e-02  9.701e-04 -2.010e-04
    63.664  2.842e-01  2.197e-02  7.105e-04 -2.524e-04
    64.865  3.148e-01  2.266e-02  3.974e-04 -2.889e-04
    66.066  3.464e-01  2.295e-02  5.029e-05 -3.082e-04
    67.267  3.781e-01  2.281e-02 -3.099e-04 -3.099e-04
    68.468  4.092e-01  2.224e-02 -6.633e-04 -2.963e-04
    69.670  4.389e-01  2.127e-02 -9.937e-04 -2.713e-04
    70.871  4.666e-01  1.991e-02 -1.291e-03 -2.399e-04
    72.072  4.918e-01  1.822e-02 -1.549e-03 -2.071e-04
    73.273  5.142e-01  1.624e-02 -1.771e-03 -1.771e-04
    74.474  5.336e-01  1.401e-02 -1.960e-03 -1.519e-04
    75.676  5.501e-01  1.158e-02 -2.123e-03 -1.306e-04
    76.877  5.636e-01  8.958e-03 -2.262e-03 -1.102e-04
    78.078  5.740e-01  6.188e-03 -2.376e-03 -8.590e-05
    79.279  5.811e-01  3.300e-03 -2.457e-03 -5.267e-05
    80.480  5.846e-01  3.408e-04 -2.492e-03 -7.170e-06
    81.682  5.840e-01 -2.625e-03 -2.465e-03  5.081e-05
    82.883  5.788e-01 -5.515e-03 -2.365e-03  1.177e-04
    84.084  5.690e-01 -8.235e-03 -2.184e-03  1.864e-04
    85.285  5.545e-01 -1.069e-02 -1.924e-03  2.479e-04
    86.486  5.361e-01 -1.279e-02 -1.601e-03  2.933e-04
    87.688  5.147e-01 -1.448e-02 -1.238e-03  3.160e-04
    88.889  4.916e-01 -1.572e-02 -8.645e-04  3.130e-04
    90.090  4.677e-01 -1.652e-02 -5.110e-04  2.852e-04
    91.291  4.441e-01 -1.693e-02 -2.048e-04  2.372e-04
    92.492  4.213e-01 -1.700e-02  3.360e-05  1.754e-04
    93.694  3.996e-01 -1.684e-02  1.920e-04  1.070e-04
    94.895  3.791e-01 -1.654e-02  2.666e-04  3.879e-05
    96.096  3.598e-01 -1.619e-02  2.618e-04 -2.318e-05
    97.297  3.416e-01 -1.590e-02  1.883e-04 -7.350e-05
    98.498  3.244e-01 -1.572e-02  6.334e-05 -1.073e-04
    99.700  3.078e-01 -1.572e-02 -9.027e-05 -1.202e-04
   100.900  2.914e-01 -1.590e-02 -2.450e-04 -1.090e-04
   102.100  2.747e-01 -1.626e-02 -3.710e-04 -7.283e-05
   103.300  2.568e-01 -1.674e-02 -4.392e-04 -1.407e-05
   104.500  2.371e-01 -1.725e-02 -4.256e-04  6.124e-05
   105.710  2.153e-01 -1.769e-02 -3.157e-04  1.436e-04
   106.910  1.914e-01 -1.793e-02 -1.077e-04  2.214e-04
   108.110  1.659e-01 -1.788e-02  1.854e-04  2.823e-04
   109.310  1.398e-01 -1.744e-02  5.365e-04  3.154e-04
   110.510  1.141e-01 -1.656e-02  9.071e-04  3.129e-04
   111.710  8.999e-02 -1.524e-02  1.252e-03  2.720e-04
   112.910  6.850e-02 -1.355e-02  1.527e-03  1.964e-04
   114.110  5.035e-02 -1.159e-02  1.696e-03  9.649e-05
   115.320  3.597e-02 -9.506e-03  1.738e-03 -1.189e-05
   116.520  2.553e-02 -7.446e-03  1.655e-03 -1.106e-04
